puzzle_id	x	y
0	0.9967	0.7533
0	0.7033	0.7433
0	-0.4033	-0.9967
0	0.9967	-0.9967
0	0.7033	0.7433
0	-1.0	0.78
0	-1.0	-0.9967
0	-0.4033	-0.9967
0	0.9967	1.0
0	0.85	1.0
0	0.7033	0.7433
0	0.9967	0.7533
0	-1.0	0.78
0	0.7033	0.7433
0	0.85	1.0
0	-1.0	1.0
1	0.4	0.1633
1	0.59	-0.9967
1	0.9967	-0.9967
1	0.9967	-0.14
1	-0.9967	0.9233
1	-1.0	-0.9967
1	0.59	-0.9967
1	0.4	0.1633
1	0.24	1.0
1	0.4	0.1633
1	0.9967	-0.14
1	0.9967	1.0
1	-0.9967	0.9233
1	-0.9967	0.9233
1	0.4	0.1633
1	0.24	1.0
2	-0.82	0.1067
2	-0.9233	-0.9967
2	0.9967	-0.9967
2	0.9967	-0.7867
2	-1.0	0.2167
2	-0.9233	-0.9967
2	-0.9233	-0.9967
2	-0.82	0.1067
2	-0.7467	1.0
2	-0.82	0.1067
2	0.9967	-0.7867
2	0.9967	1.0
2	-1.0	1.0
2	-1.0	0.2167
2	-0.82	0.1067
2	-0.7467	1.0
3	-0.8233	-0.9967
3	0.9967	-0.9967
3	0.9967	-0.68
3	-0.11	-0.1333
3	-1.0	0.3333
3	-1.0	-0.9967
3	-0.8233	-0.9967
3	-0.11	-0.1333
3	0.7867	1.0
3	-0.11	-0.1333
3	0.9967	-0.68
3	0.9967	1.0
3	-1.0	0.3333
3	-0.11	-0.1333
3	0.7867	1.0
3	-1.0	1.0
4	-0.0333	0.4067
4	-1.0	0.13
4	-1.0	-0.9967
4	0.02	-0.9967
4	0.9967	0.7267
4	-0.0333	0.4067
4	0.02	-0.9967
4	0.9967	-0.9967
4	-0.05	1.0
4	-0.0333	0.4067
4	0.9967	0.7267
4	0.9967	1.0
4	-1.0	1.0
4	-1.0	0.13
4	-0.0333	0.4067
4	-0.05	1.0
5	0.21	-0.0233
5	0.8167	-0.9967
5	0.9967	-0.9967
5	0.9967	-0.25
5	-1.0	0.3567
5	-1.0	-0.9967
5	0.8167	-0.9967
5	0.21	-0.0233
5	-0.46	1.0
5	0.21	-0.0233
5	0.9967	-0.25
5	0.9967	1.0
5	-1.0	1.0
5	-1.0	0.3567
5	0.21	-0.0233
5	-0.46	1.0
6	0.6267	-0.07
6	-1.0	-0.64
6	-1.0	-0.9967
6	0.7433	-0.9967
6	0.9967	0.0767
6	0.6267	-0.07
6	0.7433	-0.9967
6	0.9967	-0.9967
6	0.9967	1.0
6	0.51	1.0
6	0.6267	-0.07
6	0.9967	0.0767
6	-1.0	1.0
6	-1.0	-0.64
6	0.6267	-0.07
6	0.51	1.0
7	-0.26	-0.18
7	-1.0	-0.73
7	-1.0	-0.9967
7	-0.6433	-0.9967
7	0.9967	0.7933
7	-0.26	-0.18
7	-0.6433	-0.9967
7	0.9967	-0.9967
7	0.9967	1.0
7	0.31	1.0
7	-0.26	-0.18
7	0.9967	0.7933
7	0.31	1.0
7	-1.0	1.0
7	-1.0	-0.73
7	-0.26	-0.18
8	0.77	-0.6233
8	0.85	-0.9967
8	0.9967	-0.9967
8	0.9967	-0.6767
8	-1.0	-0.0933
8	-1.0	-0.9967
8	0.85	-0.9967
8	0.77	-0.6233
8	0.3533	1.0
8	0.77	-0.6233
8	0.9967	-0.6767
8	0.9967	1.0
8	-1.0	1.0
8	-1.0	-0.0933
8	0.77	-0.6233
8	0.3533	1.0
9	0.2667	-0.2867
9	0.1667	-0.9967
9	0.9967	-0.9967
9	0.9967	-0.35
9	-1.0	-0.14
9	-1.0	-0.9967
9	0.1667	-0.9967
9	0.2667	-0.2867
9	0.4133	1.0
9	0.2667	-0.2867
9	0.9967	-0.35
9	0.9967	1.0
9	-1.0	1.0
9	-1.0	-0.14
9	0.2667	-0.2867
9	0.4133	1.0
