dataset	x	y
0	0.4300000071525574	-0.5233333110809326
0	-0.5400000214576721	-0.2266666740179062
0	0.6933333277702332	0.4533333480358124
0	-0.21666666865348816	0.6933333277702332
0	0.20333333313465118	0.15666666626930237
0	-0.3199999928474426	-0.996666669845581
0	0.996666669845581	-0.996666669845581
0	0.996666669845581	-0.12999999523162842
0	-1.0	0.6266666650772095
0	-1.0	-0.996666669845581
0	-0.3199999928474426	-0.996666669845581
0	0.20333333313465118	0.15666666626930237
0	0.5633333325386047	1.0
0	0.20333333313465118	0.15666666626930237
0	0.996666669845581	-0.12999999523162842
0	0.996666669845581	1.0
0	-1.0	0.6266666650772095
0	0.20333333313465118	0.15666666626930237
0	0.5633333325386047	1.0
0	-1.0	1.0
1	0.5733333230018616	-0.5199999809265137
1	-0.4266666769981384	-0.27000001072883606
1	0.4633333384990692	0.4466666579246521
1	-0.5133333206176758	0.746666669845581
1	-0.023333333432674408	0.20999999344348907
1	0.5266666412353516	-0.996666669845581
1	0.996666669845581	-0.996666669845581
1	0.996666669845581	-0.5133333206176758
1	-1.0	0.9200000166893005
1	-1.0	-0.996666669845581
1	0.5266666412353516	-0.996666669845581
1	-0.023333333432674408	0.20999999344348907
1	-0.4033333361148834	1.0
1	-0.023333333432674408	0.20999999344348907
1	0.996666669845581	-0.5133333206176758
1	0.996666669845581	1.0
1	-1.0	0.9200000166893005
1	-1.0	0.9200000166893005
1	-0.023333333432674408	0.20999999344348907
1	-0.4033333361148834	1.0
2	-0.20999999344348907	-0.1733333319425583
2	0.746666669845581	-0.3166666626930237
2	0.9266666769981384	0.8399999737739563
2	-0.16333332657814026	0.7866666913032532
2	0.800000011920929	0.6800000071525574
2	-1.0	0.46000000834465027
2	-1.0	-0.996666669845581
2	0.2866666615009308	-0.996666669845581
2	0.996666669845581	0.7200000286102295
2	0.800000011920929	0.6800000071525574
2	0.2866666615009308	-0.996666669845581
2	0.996666669845581	-0.996666669845581
2	0.996666669845581	1.0
2	0.8999999761581421	1.0
2	0.800000011920929	0.6800000071525574
2	0.996666669845581	0.7200000286102295
2	-1.0	0.46000000834465027
2	0.800000011920929	0.6800000071525574
2	0.8999999761581421	1.0
2	-1.0	1.0
3	-0.28999999165534973	-0.28999999165534973
3	0.6966666579246521	-0.1899999976158142
3	0.6800000071525574	0.8166666626930237
3	-0.36666667461395264	0.7066666483879089
3	0.38333332538604736	0.5533333420753479
3	-1.0	0.273333340883255
3	-1.0	-0.996666669845581
3	0.38333332538604736	-0.996666669845581
3	0.996666669845581	0.6966666579246521
3	0.38333332538604736	0.5533333420753479
3	0.38333332538604736	-0.996666669845581
3	0.996666669845581	-0.996666669845581
3	0.3866666555404663	1.0
3	0.38333332538604736	0.5533333420753479
3	0.996666669845581	0.6966666579246521
3	0.996666669845581	1.0
3	-1.0	1.0
3	-1.0	0.273333340883255
3	0.38333332538604736	0.5533333420753479
3	0.3866666555404663	1.0
4	0.6733333468437195	-0.6100000143051147
4	-0.35333332419395447	-0.4233333468437195
4	0.8266666531562805	0.31333333253860474
4	-0.09333333373069763	0.5566666722297668
4	0.5166666507720947	-0.1133333370089531
4	0.23666666448116302	-0.996666669845581
4	0.996666669845581	-0.996666669845581
4	0.996666669845581	-0.23000000417232513
4	-1.0	0.3100000023841858
4	-1.0	-0.996666669845581
4	0.23666666448116302	-0.996666669845581
4	0.5166666507720947	-0.1133333370089531
4	0.8399999737739563	1.0
4	0.5166666507720947	-0.1133333370089531
4	0.996666669845581	-0.23000000417232513
4	0.996666669845581	1.0
4	-1.0	1.0
4	-1.0	0.3100000023841858
4	0.5166666507720947	-0.1133333370089531
4	0.8399999737739563	1.0
5	0.11666666716337204	-0.4466666579246521
5	-0.8433333039283752	-0.23000000417232513
5	0.3199999928474426	0.5633333325386047
5	-0.6866666674613953	0.6433333158493042
5	-0.9333333373069763	-0.9933333396911621
5	0.996666669845581	-0.996666669845581
5	0.996666669845581	0.1066666692495346
5	-0.5133333206176758	0.19333332777023315
5	-0.5133333206176758	0.19333332777023315
5	-1.0	0.23999999463558197
5	-0.9333333373069763	-0.9933333396911621
5	-0.9333333373069763	-0.9933333396911621
5	-0.2433333396911621	1.0
5	-0.5133333206176758	0.19333332777023315
5	0.996666669845581	0.1066666692495346
5	0.996666669845581	1.0
5	-1.0	1.0
5	-1.0	0.23999999463558197
5	-0.5133333206176758	0.19333332777023315
5	-0.2433333396911621	1.0
6	-0.3400000035762787	-0.7633333206176758
6	0.5633333325386047	-0.4033333361148834
6	0.14000000059604645	0.5333333611488342
6	-0.7066666483879089	0.01666666753590107
6	0.25	-0.996666669845581
6	-0.12999999523162842	-0.31333333253860474
6	-1.0	-0.8766666650772095
6	-1.0	-0.996666669845581
6	0.996666669845581	0.4533333480358124
6	-0.12999999523162842	-0.31333333253860474
6	0.25	-0.996666669845581
6	0.996666669845581	-0.996666669845581
6	-0.8333333134651184	1.0
6	-0.12999999523162842	-0.31333333253860474
